  -3.0540646e-01  -1.5974655e-01   1.2520983e-01   1.0858747e-01   8.6867884e-02   1.8839456e-01  -4.9073868e-02  -2.1796189e-01  -7.0885807e-02   4.5796082e-02
  -2.2506544e-01   9.8855721e-02   0.0000000e+00  -7.2940066e-02  -3.3206307e-01   2.5481925e-01  -2.9123101e-01  -1.5754968e-01  -1.5622914e-01  -6.7300705e-02
  -1.7388747e-01   8.7796917e-02  -1.8191464e-01   6.5504363e-02  -1.1168993e-01  -1.0604663e-01  -5.4602328e-02  -1.1925596e-02   7.9628747e-02  -2.2104406e-01
   1.0446638e-01  -1.1616919e-01  -7.7241313e-02   3.6807901e-01  -2.0536563e-01   5.7438023e-02   5.5915180e-02  -1.5100958e-01  -2.4921305e-01  -1.5683480e-01
   2.9132008e-01  -2.5462935e-01  -3.1143650e-01   0.0000000e+00  -3.9373288e-01   4.2040880e-01  -3.2314471e-01  -2.6333496e-01  -2.5599396e-01   2.5505885e-01
   1.8857802e-01   0.0000000e+00  -1.2852848e-03  -4.6277492e-01   7.8338678e-02   6.0714053e-03  -4.8381426e-02   1.8091136e-01  -3.3581410e-01   0.0000000e+00
   6.0204842e-02  -1.4367446e-01  -6.3627240e-02   1.4260679e-02  -2.9789593e-01   0.0000000e+00   3.4985877e-02  -1.4176032e-01  -3.1289283e-01   2.0780401e-01
   1.9365143e-01  -2.4057651e-01   2.1877864e-01   3.7959407e-01   5.5514058e-02   2.3204118e-01   0.0000000e+00   0.0000000e+00   4.4554400e-02  -1.7661066e-01
   3.6944279e-01  -1.9997272e-01  -3.1262487e-01   1.1366978e-01   0.0000000e+00   7.1085938e-02  -3.8549511e-01  -3.6752707e-01   0.0000000e+00  -2.5360482e-01
   0.0000000e+00  -1.9310012e-01   7.0723129e-02   7.5848060e-02  -1.0644162e-01   1.5934674e-01  -9.2125833e-02  -1.7830853e-01  -4.8003749e-02   5.4888093e-02
