  -1.0738557e-01   1.7512003e-01  -2.4836339e-01  -2.6894344e-01   1.5652937e-02  -2.8697773e-01  -1.7587228e-01  -1.3438351e-01  -5.7675066e-02  -2.3456384e-01
  -2.9164749e-01   2.8979699e-02   5.0383014e-01  -1.7056132e-01   2.4040580e-01   2.1790927e-01   3.5823460e-01  -1.6992916e-01  -1.4396162e-02   2.1311097e-01
   1.8777918e-01  -1.1795649e-02  -1.5585586e-01  -1.8772666e-01   2.0080770e-02   2.2283692e-01  -2.5658379e-01   1.1580623e-01   1.0597213e-01   2.8061219e-01
  -9.9623142e-02  -3.6799709e-01   3.0627494e-01  -6.6688526e-02  -3.2547984e-01  -5.0329419e-02  -1.0417517e-01   4.0073562e-01  -2.4543203e-01  -2.9288781e-01
  -5.1006704e-02  -8.9498567e-02  -2.2588328e-01   5.0481185e-01  -4.1370544e-02   1.1411297e-01   7.5206843e-02   2.5453301e-02   1.0242102e-01   3.6527048e-02
   1.4206345e-02   4.8523151e-01  -2.9076745e-01   6.7245858e-02  -1.4544413e-01   3.3229814e-01  -1.6870840e-01  -1.9821424e-01  -3.1645750e-01   5.8169210e-01
  -2.5192748e-01   3.3646249e-01  -5.0623485e-02   1.4634115e-01  -9.0298896e-02   4.9894177e-01  -1.3153248e-01  -9.5522528e-02   2.2592042e-01  -2.2821046e-01
   1.5173679e-01  -1.6475969e-01   5.7926820e-02  -1.6823037e-01   4.0549087e-01   3.2877572e-02   5.4885874e-01   5.0265752e-01   1.7969330e-01  -2.2949517e-01
  -1.2129486e-01  -3.7313774e-01   3.4375593e-01  -8.6624936e-02   4.2846125e-01  -2.4794911e-01  -1.3026851e-01  -7.5321803e-02   5.5571195e-01  -5.1335485e-02
   5.2066944e-01  -1.8099931e-01   1.8451854e-02   9.1091456e-02  -1.4078578e-01  -8.3576854e-02  -1.8974042e-01  -2.9555046e-01   2.0938683e-01  -3.3354063e-02
